date,open,high,low,close,volume,openinterest
2017-07-03,336.061,336.061,319.761,322.231,49628.0,0
2017-07-04,320.821,321.861,310.861,313.781,56488.0,0
2017-07-05,314.871,322.191,314.871,321.991,37540.0,0
2017-07-06,319.971,322.061,312.461,317.841,42044.0,0
2017-07-07,319.698,319.748,309.848,314.618,37796.0,0
2017-07-10,315.528,323.548,311.618,323.118,36624.0,0
2017-07-11,323.148,333.228,322.648,331.778,44601.0,0
2017-07-12,334.448,334.638,323.648,326.118,28950.0,0
2017-07-13,323.998,330.558,322.328,324.808,25951.0,0
2017-07-14,324.898,327.408,321.698,325.058,17726.0,0
2017-07-17,325.688,326.688,314.928,318.718,35263.0,0
2017-07-18,320.638,322.638,316.648,321.198,30684.0,0
2017-07-19,322.648,332.268,321.448,325.508,56259.0,0
2017-07-20,324.508,335.538,324.508,335.118,46634.0,0
2017-07-21,335.608,343.658,332.308,341.848,46792.0,0
2017-07-24,343.528,353.998,343.528,346.448,42716.0,0
2017-07-25,350.848,351.448,344.748,346.608,21929.0,0
2017-07-26,346.698,350.278,335.208,340.278,31470.0,0
2017-07-27,340.278,344.498,339.748,342.518,19595.0,0
2017-07-28,339.648,352.718,336.358,352.568,46618.0,0
